tiempo,salida,entrada
47.6,0.1622781,0.0
47.7,-0.0896611,0.0
47.8,-0.0649083,0.0
47.9,-0.0706980,0.0
48.0,-0.1854393,0.0
48.1,-0.2554633,0.0
48.2,0.3015779,0.0
48.3,0.0500251,0.0
48.4,-0.2569331,0.0
48.5,-0.1458095,0.0
48.6,0.1309668,0.0
48.7,0.1159582,0.0
48.8,0.1103903,0.0
48.9,-0.1170499,0.0
49.0,-0.1586946,0.0
49.1,-0.3059696,0.0
49.2,0.0854023,0.0
49.3,-0.3041850,0.0
49.4,-0.3866970,0.0
49.5,-0.0340604,0.0
49.6,0.1661583,0.0
49.7,0.0910032,0.0
49.8,-0.0235288,0.0
49.9,-0.5173551,0.0
50.0,-0.1114806,0.0
50.1,-0.2315614,0.0
50.2,-0.3664840,0.0
50.3,0.3559321,0.0
50.4,-0.1074055,0.0
50.5,0.2976514,0.0
50.6,-0.0433671,0.0
50.7,0.1525260,0.0
50.8,-0.0898585,0.0
50.9,-0.1714299,0.0
51.0,0.2367552,0.0
51.1,0.1569863,0.0
51.2,0.1291506,0.0
51.3,0.0857977,0.0
51.4,0.0253812,0.0
51.5,0.1794578,0.0
51.6,0.1240619,0.0
51.7,-0.1097807,0.0
51.8,0.0577690,0.0
51.9,-0.0427971,0.0
52.0,0.2413697,0.0
52.1,-0.2051798,0.0
52.2,0.1324915,0.0
52.3,0.1388445,0.0
52.4,0.0283695,0.0
52.5,-0.0757356,0.0
52.6,-0.6999483,0.0
52.7,0.2581852,0.0
52.8,-0.1779972,0.0
52.9,-0.0950093,0.0
53.0,0.1612893,0.0
53.1,-0.2185657,0.0
53.2,-0.1203738,0.0
53.3,-0.1097459,0.0
53.4,-0.1573047,0.0
53.5,-0.2071923,0.0
53.6,-0.2566639,0.0
53.7,-0.0187942,0.0
53.8,-0.2106704,0.0
53.9,0.0669008,0.0
54.0,-0.2381384,0.0
54.1,-0.0686133,0.0
54.2,0.0066296,0.0
54.3,-0.0048143,0.0
54.4,0.3713623,0.0
54.5,0.1007477,0.0
54.6,0.3469746,0.0
54.7,0.0379660,0.0
54.8,0.0530324,0.0
54.9,-0.0422966,0.0
55.0,-0.2259271,0.0
55.1,-0.2675898,0.0
55.2,0.0788751,0.0
55.3,0.1056461,0.0
55.4,-0.0173301,0.0
55.5,0.0384988,0.0
55.6,-0.0352316,0.0
55.7,-0.1528352,0.0
55.8,0.1373468,0.0
55.9,-0.0972220,0.0
56.0,0.0099763,0.0
56.1,-0.0531922,0.0
56.2,-0.1917509,0.0
56.3,0.3389979,0.0
56.4,0.0870518,0.0
56.5,0.2479652,0.0
56.6,-0.0295103,0.0
56.7,0.0505200,0.0
56.8,0.0937732,0.0
56.9,0.1309439,0.0
57.0,-0.3083696,0.0
57.1,0.4040037,0.0
57.2,-0.1913096,0.0
57.3,-0.1874044,0.0
57.4,-0.0759526,0.0
57.5,-0.2143432,0.0
57.6,-0.2407532,0.0
57.7,-0.0806428,0.0
57.8,-0.0625132,0.0
57.9,0.3097689,0.0
58.0,0.2004453,0.0
58.1,-0.0549572,0.0
58.2,0.3865799,0.0
58.3,0.0319844,0.0
58.4,0.0670713,0.0
58.5,-0.1772245,0.0
58.6,0.3918342,0.0
58.7,0.1018016,0.0
58.8,0.1166041,0.0
58.9,0.4752916,0.0
59.0,0.1241724,0.0
59.1,0.2659183,0.0
59.2,0.0551343,0.0
59.3,-0.0884672,0.0
59.4,-0.0104878,0.0
59.5,-0.1991705,0.0
59.6,0.1434276,0.0
59.7,-0.0638358,0.0
59.8,-0.0193614,0.0
59.9,-0.0874860,0.0
60.0,-0.0000678,0.0
60.1,0.1292866,0.0
60.2,-0.3337388,0.0
60.3,-0.0896413,0.0
60.4,-0.0379522,0.0
60.5,-0.2108992,0.0
60.6,0.1810994,0.0
60.7,0.0641275,0.0
60.8,0.0379202,0.0
60.9,-0.4086268,0.0
61.0,0.2986576,0.0
61.1,-0.2171634,0.0
61.2,0.2293306,0.0
61.3,-0.0484347,0.0
61.4,-0.1391587,0.0
61.5,0.0856766,0.0
61.6,0.0324887,0.0
61.7,0.2259173,0.0
61.8,0.0965106,0.0
61.9,-0.1616409,0.0
62.0,0.1372952,0.0
62.1,0.1615017,0.0
62.2,0.1661881,0.0
62.3,-0.2105538,0.0
62.4,-0.3730723,0.0
62.5,0.0883104,0.0
62.6,0.0176146,0.0
62.7,0.3438671,0.0
62.8,0.1297302,0.0
62.9,-0.2078351,0.0
63.0,-0.3990719,0.0
63.1,0.3495214,0.0
63.2,0.0122593,0.0
63.3,0.0320820,0.0
63.4,-0.4154035,0.0
63.5,-0.2738926,0.0
63.6,0.0225861,0.0
63.7,0.0644534,0.0
63.8,0.1433348,0.0
63.9,-0.1147254,0.0
64.0,-0.1102261,0.0
64.1,0.2829418,0.0
64.2,-0.2563092,0.0
64.3,-0.0271856,0.0
64.4,-0.1071227,0.0
64.5,-0.3940071,0.0
64.6,0.3936043,0.0
64.7,0.0356864,0.0
64.8,0.1917243,0.0
64.9,-0.2433199,0.0
65.0,-0.1047714,0.0
65.1,0.0808881,0.0
65.2,0.2241081,0.0
65.3,0.0030448,0.0
65.4,-0.0823775,0.0
65.5,-0.0128764,0.0
65.6,-0.0648778,0.0
65.7,0.3246995,0.0
65.8,0.1072331,0.0
65.9,-0.1693530,0.0
66.0,0.1406259,0.0
66.1,0.4341136,0.0
66.2,0.1393368,0.0
66.3,-0.0436342,0.0
66.4,-0.0366371,0.0
66.5,0.2199435,0.0
66.6,-0.0508277,0.0
66.7,-0.1135634,0.0
66.8,-0.2203264,0.0
66.9,0.0358468,0.0
67.0,0.0842052,0.0
67.1,0.0612261,0.0
67.2,-0.0195435,0.0
67.3,0.0764451,0.0
67.4,-0.1690003,0.0
67.5,0.1383913,0.0
67.6,0.1523223,0.0
67.7,-0.0803212,0.0
67.8,-0.0504552,0.0
67.9,0.0348926,0.0
68.0,0.0595330,0.0
68.1,-0.0611420,0.0
68.2,-0.1126380,0.0
68.3,0.3320551,0.0
68.4,-0.3692849,0.0
68.5,0.2538336,0.0
68.6,-0.4454718,0.0
68.7,-0.1958724,0.0
68.8,0.0535117,0.0
68.9,0.0083261,0.0
69.0,-0.0539468,0.0
69.1,-0.0016001,0.0
69.2,-0.0604585,0.0
69.3,0.1011720,0.0
69.4,-0.8246970,0.0
69.5,0.4111453,0.0
69.6,0.1357036,0.0
69.7,-0.4158109,0.0
69.8,-0.2858051,0.0
69.9,-0.3037565,0.0
70.0,0.0557528,0.0
70.1,0.5135484,0.0
70.2,0.1212177,0.0
70.3,0.1026712,0.0
70.4,-0.1472104,0.0
70.5,0.0711483,0.0
70.6,0.0725396,0.0
70.7,0.0392632,0.0
70.8,-0.2331040,0.0
70.9,0.0382116,0.0
71.0,0.0596819,0.0
71.1,-0.0619205,0.0
71.2,0.0203126,0.0
71.3,0.2522530,0.0
71.4,-0.0553833,0.0
71.5,-0.2074448,0.0
71.6,-0.2011498,0.0
71.7,-0.3964667,0.0
71.8,0.1843861,0.0
71.9,-0.2509695,0.0
72.0,0.0322579,0.0
72.1,-0.0862613,0.0
72.2,-0.1559553,0.0
72.3,-0.2003666,0.0
72.4,0.0904659,0.0
72.5,0.1259249,0.0
72.6,-0.1529677,0.0
72.7,-0.0741179,0.0
72.8,0.3491737,0.0
72.9,-0.1561958,0.0
73.0,-0.1189999,0.0
73.1,0.4494246,0.0
73.2,0.1037604,0.0
73.3,-0.1950744,0.0
73.4,0.4247692,0.0
73.5,-0.0782517,0.0
73.6,0.0921415,0.0
73.7,0.0125774,0.0
73.8,0.1011682,0.0
73.9,0.1961071,0.0
74.0,0.1943221,0.0
74.1,-0.3745376,0.0
74.2,0.3361372,0.0
74.3,-0.0832657,0.0
74.4,-0.1272117,0.0
74.5,0.2754276,0.0
74.6,0.2129847,0.0
74.7,0.0664513,0.0
74.8,-0.3239916,0.0
74.9,0.0162778,0.0
75.0,-0.1048399,0.0
75.1,0.1407354,0.0
75.2,-0.1387209,0.0
75.3,-0.1958163,0.0
75.4,0.0442073,0.0
75.5,0.1087998,0.0
75.6,-0.1831376,0.0
75.7,0.3033297,0.0
75.8,-0.4321341,0.0
75.9,-0.3483012,0.0
76.0,-0.1927952,0.0
76.1,-0.0202534,0.0
76.2,0.1602763,0.0
76.3,0.2639413,0.0
76.4,0.0663805,0.0
76.5,0.0102256,0.0
76.6,0.0330462,0.0
76.7,-0.0064727,0.0
76.8,0.0932912,0.0
76.9,0.0116604,0.0
77.0,-0.5424539,0.0
77.1,0.0232569,0.0
77.2,-0.0140505,0.0
77.3,-0.2315045,0.0
77.4,-0.1350956,0.0
77.5,0.0010328,0.0
77.6,0.1682247,0.0
77.7,-0.3110885,0.0
77.8,0.0379943,0.0
77.9,0.2182519,0.0
78.0,-0.3982963,0.0
78.1,0.1422089,0.0
78.2,-0.1677397,0.0
78.3,-0.3905369,0.0
78.4,-0.3779746,0.0
78.5,0.1503632,0.0
78.6,0.0198763,0.0
78.7,0.0491162,0.0
78.8,-0.1365116,0.0
78.9,-0.1944027,0.0
79.0,0.0271466,0.0
79.1,0.0857314,0.0
79.2,-0.0744409,0.0
79.3,-0.3681884,0.0
79.4,0.2233127,0.0
79.5,-0.1546375,0.0
79.6,-0.2246753,0.0
79.7,-0.0355032,0.0
79.8,-0.0870542,0.0
79.9,-0.1836795,0.0
80.0,0.0190107,0.0
80.1,-0.1228033,0.0
80.2,-0.1185560,0.0
80.3,0.0975834,0.0
80.4,0.3238127,0.0
80.5,0.1614019,0.0
80.6,0.1234208,0.0
80.7,-0.0845845,0.0
80.8,0.3225104,0.0
80.9,-0.1126783,0.0
81.0,-0.4055213,0.0
81.1,-0.0404647,0.0
81.2,0.0693342,0.0
81.3,-0.0744276,0.0
81.4,0.2211965,0.0
81.5,0.0890723,0.0
81.6,-0.1025413,0.0
81.7,0.2062094,0.0
81.8,0.4827604,0.0
81.9,-0.1557095,0.0
82.0,0.0869091,0.0
82.1,-0.0340067,0.0
82.2,-0.0261525,0.0
82.3,-0.0432181,0.0
82.4,-0.1601207,0.0
82.5,-0.2390529,0.0
82.6,0.0584233,0.0
82.7,0.1266560,0.0
82.8,-0.1111184,0.0
82.9,-0.3823981,0.0
83.0,0.1157113,0.0
83.1,0.0799532,0.0
83.2,-0.0646307,0.0
83.3,0.3068107,0.0
83.4,-0.0570132,0.0
83.5,0.2025320,0.0
83.6,0.1675636,0.0
83.7,0.0959860,0.0
83.8,0.1041487,0.0
83.9,0.2957758,0.0
84.0,0.3132100,0.0
84.1,0.0237503,0.0
84.2,-0.0750828,0.0
84.3,-0.2099204,0.0
84.4,-0.1616282,0.0
84.5,0.1453190,0.0
84.6,-0.2888970,0.0
84.7,0.0823952,0.0
84.8,-0.0520824,0.0
84.9,0.0649964,0.0
85.0,-0.2634261,0.0
85.1,-0.0429723,0.0
85.2,-0.0885071,0.0
85.3,-0.4407996,0.0
85.4,-0.0855442,0.0
85.5,-0.0515652,0.0
85.6,0.1628749,0.0
85.7,0.1830014,0.0
85.8,0.0248235,0.0
85.9,0.1640816,0.0
86.0,-0.0192828,0.0
86.1,0.4564561,0.0
86.2,-0.2568250,0.0
86.3,0.1624402,0.0
86.4,-0.1540433,0.0
86.5,-0.1527536,0.0
86.6,0.2701992,0.0
86.7,-0.1206825,0.0
86.8,-0.0121248,0.0
86.9,-0.3708641,0.0
87.0,0.1201242,0.0
87.1,-0.0451996,0.0
87.2,-0.1899790,0.0
87.3,0.1294306,0.0
87.4,0.0299876,0.0
87.5,-0.0529732,0.0
87.6,-0.1562319,0.0
87.7,-0.2864599,0.0
87.8,-0.0479339,0.0
87.9,0.0121781,0.0
88.0,-0.1936173,0.0
88.1,-0.1303083,0.0
88.2,0.1289552,0.0
88.3,-0.1384065,0.0
88.4,-0.0339485,0.0
88.5,0.1758355,0.0
88.6,-0.0734661,0.0
88.7,-0.3596812,0.0
88.8,-0.0549532,0.0
88.9,0.2042578,0.0
89.0,-0.1103197,0.0
89.1,-0.1129916,0.0
89.2,0.1334355,0.0
89.3,0.3784707,0.0
89.4,0.0478504,0.0
89.5,0.1038979,0.0
89.6,0.0568653,0.0
89.7,-0.1236799,0.0
89.8,-0.1986964,0.0
89.9,0.1964049,0.0
90.0,0.2058367,0.0
90.1,0.2088715,0.0
90.2,0.2716029,0.0
90.3,-0.3750234,0.0
90.4,0.0428106,0.0
90.5,-0.1802158,0.0
90.6,-0.2787717,0.0
90.7,-0.2697031,0.0
90.8,-0.1014784,0.0
90.9,0.1634118,0.0
91.0,0.0833085,0.0
91.1,0.1005297,0.0
91.2,-0.1493923,0.0
91.3,-0.0344069,0.0
91.4,0.2283958,0.0
91.5,0.2024635,0.0
91.6,0.0773794,0.0
91.7,-0.0111388,0.0
91.8,0.1880907,0.0
91.9,-0.3220706,0.0
92.0,0.1372892,0.0
92.1,-0.0687538,0.0
92.2,0.5234238,0.0
92.3,-0.3205478,0.0
92.4,0.0410326,0.0
92.5,0.0844532,0.0
92.6,0.1249279,0.0
92.7,-0.2239793,0.0
92.8,-0.1508326,0.0
92.9,-0.0080058,0.0
93.0,0.0952936,0.0
93.1,0.2950033,0.0
93.2,0.1634385,0.0
93.3,-0.0017056,0.0
93.4,-0.2191299,0.0
93.5,0.1053204,0.0
93.6,-0.2657983,0.0
93.7,0.0762624,0.0
93.8,-0.2996926,0.0
93.9,0.0935655,0.0
94.0,-0.1786237,0.0
94.1,0.2889304,0.0
94.2,-0.0571756,0.0
94.3,-0.0571017,0.0
94.4,0.0782166,0.0
94.5,-0.3021890,0.0
94.6,0.1466076,0.0
94.7,0.1382262,0.0
94.8,-0.0670782,0.0
94.9,-0.0349131,0.0
95.0,-0.0336569,0.0
95.1,0.2056936,0.0
95.2,-0.0362460,0.0
95.3,-0.2326059,0.0
95.4,0.0663837,0.0
95.5,0.2259755,0.0
95.6,0.2693487,0.0
95.7,-0.2782021,0.0
95.8,-0.2282296,0.0
95.9,-0.0138968,0.0
96.0,-0.0098832,0.0
96.1,-0.0113632,0.0
96.2,-0.1267480,0.0
96.3,-0.0754152,0.0
96.4,0.0209799,0.0
